WKT,gid,addr:housename,addr:housenumber,aeroway,amenity,brand,building,disused,layer,name,operator,ref,tourism
"POINT (-68.4850417 -33.1453890995491)","2634732622",,,,hospital,,,,,Centro de Salud Junín,,,
"POINT (-68.3892656 -33.1340591995474)","2929214917",,,,hospital,,,,,Centro de Salud,,,
"POINT (-68.3819502 -33.2165323995597)","2929214918",,,,hospital,,,,,,,,
"POINT (-68.3257054 -33.2247612995609)","4476496660",,,,hospital,,,,,,,,
"POINT (-69.0572742 -33.7745913996503)","5526611511",,,,hospital,,,,,Hospital Victorino Tagarelli - San Carlos,,,
"POINT (-67.815404 -34.9082839998695)","7385478209",,,,hospital,,,,,Hospital Eva Peron - San Rafael,,,
"POINT (-67.6906281 -35.0007952998891)","4110236477",,"70",,hospital,,,,,"Sala de Primeros Auxilios ""Las Dorcas""",Hospital Enfermeros Argentinos,,
"POINT (-66.3612424 -33.3095988995739)","4386473389",,,,hospital,,,,,Hospital del Oeste. Dr. Atilio Luccini,,,
"POINT (-66.3446034 -33.2816073995696)","9231084935",,,,hospital,,,,,Hospital del Norte,,,
"POINT (-66.3413973 -33.3009554995725)","7033555282",,,,hospital,,,,,Sanatorio Ramos Mejia,,,
"POINT (-65.9452225 -35.1545605999221)","3613411030",,,,hospital,,,,,Hospital Eugenio Collado,,,
"POINT (-65.6888036 -34.7782581998423)","6312744861",,,,hospital,,,,,,,,
"POINT (-64.9198141 -34.3455399997554)","4365706821",,,,hospital,,,,,,,,
"POINT (-65.256489 -34.757744099838)","6297403984",,,,hospital,,,,,,,,
"POINT (-64.9225044 -35.0864225999074)","7365894858",,,,hospital,,,,,Centro de Salud de Chamaico,,,
"POINT (-64.504484 -35.1478665999207)","4092510412",,"462",,hospital,,,,,Hospital Doctor Armando Parodi,CELE ALVAREZ,,
"POINT (-64.2437714 -35.0322014998958)","7391370476",,,,hospital,,,,,Centro de Salud Barrio Norte,,,
"POINT (-64.2468082 -35.0407015998976)","2968150790",,"1753",,hospital,,,,,Hospital Virgilio Tedín Uriburu,Adrhyana,,
"POINT (-64.3959694 -33.9142995996749)","4100752252",,"549",,hospital,,,,,Hospital Doctor Enrique Carrozzi,Municipal,,
"POINT (-64.391537 -33.9170825996754)","7508724472",,"504",,hospital,,,,,Centro Médico Privado Nazareth,,,
"POINT (-64.7220545 -33.3831592995854)","3597488812",,"650",,hospital,,,,,Hospital Municipal Juan Bautista Medeot,Municipal,,
"POINT (-65.4529664 -33.6641083996313)","4557706156",,"1675",,hospital,,,,,Sala de primeros auxilios Dr Hugo Espinoza,,,
"POINT (-65.4532658 -33.6754003996332)","4214701874",,,,hospital,,,,,Policlínico Regional,,,
"POINT (-65.464442 -33.673897299633)","3796219350",,,,hospital,,,,,Hospital de La Villa,,,
"POINT (-65.0061562 -31.7159341993852)","3383883865",,,,hospital,,,,,Clemic Consultorio,,,
"POINT (-65.0044257 -31.7293198993863)","3319197661",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-64.5594576 -31.3908076993617)","3378777632",,,,hospital,,,,,Dispensario,,,
"POINT (-64.5965441 -31.3596471993597)","3378709894",,,,hospital,,,,,Hospital Municipal Tanti,,,
"POINT (-64.5198211 -31.3699764993604)","2721768763",,,,hospital,,,,,Dispensario Villa Santa Cruz del Lago,,,
"POINT (-64.5275499 -31.4838529993679)","4471839920",,,,hospital,,,,,Dispensario Municipal,,,
"POINT (-64.3544829 -31.4632073993665)","5102366840",,,,hospital,,,,,Hospital Nuestra Señora de Nieva,Municipal,,
"POINT (-64.2563179 -31.3402609993585)","10813939071",,,,hospital,,,,,Hospital de Pronta Atención Cura Brochero,,,
"POINT (-64.1997672 -31.411245099363)","7516317176",,"1162",,hospital,,,,,Clinica Privada Del Prado,Clinica Privada Del Prado S.R.L.,,
"POINT (-64.1897276 -31.4118556993631)","7501866961",,"479",,hospital,,,,,Hospital Aeronautico Cordoba,FFAA/Seguridad,,
"POINT (-64.1708579 -31.4160868993634)","7502315726",,"881",,hospital,,,,,Clinica de la Familia I,Privado,,
"POINT (-64.1707619 -31.4189954993635)","2107372549",,"160",,hospital,,,,,Hospital Neuropsiquiátrico,Provincial,,
"POINT (-64.1850945 -31.4296601993642)","7502017610",,"1089",,hospital,,,,,Centro Integral De Ginecologia Obstetricia Y Reproduccion Cigor,Privado,,
"POINT (-64.2289817 -31.5498583993726)","7527627781",,,,hospital,,,,,Centro Medico Complejo Carcelario 1 Reverendo Padre Luchesse,Provincial,,
"POINT (-64.4287285 -31.6402857993793)","4224610489",,"484",,hospital,,,,,Dispensario n° 12,,,
"POINT (-63.8808169 -31.6828540993826)","5184059616",,"837",,hospital,,,,,"Centro de Salud ""Madre Teresa de Calcuta""",,,
"POINT (-63.9110474 -31.6489337993799)","6440633985",,,,hospital,,,,,Clinica Cruz Verde,,,
"POINT (-64.1230514 -31.4344715993646)","3589019489",,,,hospital,,,,,sala asistencial,,,
"POINT (-63.8635562 -32.0353295994134)","3740776929",,,,hospital,,,,,Centro Asistencial Santa Rosa,,,
"POINT (-64.1211028 -32.1595064994257)","2504505480",,"150",,hospital,,,,,Sala Asistencial Bº Cerino,,,
"POINT (-64.1090711 -32.1609155994258)","2504505482",,,,hospital,,,,,Sala Asistencial Bº Int. Ferrero,,,
"POINT (-64.1228864 -32.1743300994272)","2507677587",,,,hospital,,,,,Sala Asistencial Bº Belgrano,,,
"POINT (-64.1219874 -32.1667386994264)","2504505481",,,,hospital,,,,,Sala Asistencial Bº Escuela,,,
"POINT (-64.1460777 -32.172092999427)","2507677593",,,,hospital,,,,,Sala Asistencial Bº Monte Grande,,,
"POINT (-64.3911092 -32.4492949994572)","8986344823",,"389",,hospital,,,,,Hospital Municipal Doctor René Favaloro,Municipal,,
"POINT (-63.2432464 -32.9392043995196)","5515185707",,,,hospital,,,,,Centro de Salud Municipal Doctor Alberto Coroleu,,,
"POINT (-63.245006 -32.9412663995199)","5515185708",,,,hospital,,,,,Clinica Privada Etruria,,,
"POINT (-62.8865045 -32.3451255994454)","1564930389",,,,hospital,,,,,,,,
"POINT (-63.2423552 -32.4075198994524)","1877668626",,,,hospital,,,,,Clínica Doctor Gregorio Marañón,,,
"POINT (-63.2424013 -32.4090703994526)","1877668628",,"1280",,hospital,,,,,INEDI - Instituto de Neurociencias del Desarrollo Integral,,,
"POINT (-63.2428215 -32.4078557994525)","1770657022",,,,hospital,,,,,Asistencia Pública,,,
"POINT (-63.2445145 -32.4083556994525)","1877668652",,,,hospital,,,,,Clínica Privada del Niño,,,
"POINT (-63.2413816 -32.4079298994525)","1877668624",,,,hospital,,,,,Bockus - Centro Salud Digestiva,,,
"POINT (-63.2407994 -32.4085427994526)","1877668650",,,,hospital,,,,,Clínica Fusavim,,,
"POINT (-63.2429869 -32.3981468994514)","4103965044",,,,hospital,,,,,Dispensario,,,
"POINT (-63.2287768 -32.4151940994533)","9328008570",,,,hospital,,,,,CAPS San Justo Dispensario,,,
"POINT (-63.2403546 -32.412048499453)","2375353454",,,,hospital,,,,,Grupo Roentgen,,,
"POINT (-63.2461131 -32.4142676994532)","1877668655",,,,hospital,,,,,Clínica de Especialidades,,,
"POINT (-63.0457555 -31.662743199381)","4099875090",,,,hospital,,,,,Asistencia Pública Municipal,,,
"POINT (-63.0507859 -31.662843399381)","4099880674",,,,hospital,,,,,Sanar Sanatorio Privado,,,
"POINT (-63.0457815 -31.6674040993814)","4099875280",,"719",,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-62.7240616 -31.8741965993986)","8870722745",,"475",,hospital,,,,,Sanatorio Garces,,,
"POINT (-62.7230116 -31.8672278993979)","3737956389",,"542",,hospital,,,,,Diego Montoya,,,
"POINT (-62.2981502 -31.967044999407)","8945513242",,"581",,hospital,,,,,,,,
"POINT (-62.3060619 -31.4094699993629)","3226460074",,,,hospital,,,,,Hospital Municipal Devoto,,,
"POINT (-61.3769767 -31.5713864993741)","5198260255",,"274",,hospital,,,,,Centro de Salud - Samco,,,
"POINT (-61.3169794 -31.7630294993891)","1877747423",,"450",,hospital,,,,,Samco,,,
"POINT (-61.3226174 -31.7648000993892)","1877747372",,,,hospital,,,,,Clinica Santa Clara,,,
"POINT (-61.2270427 -32.0183834994118)","1877874956",,"1551",,hospital,,,,,SAMCo Doctor Alfredo Baetti,Provincia de Santa Fe,,
"POINT (-61.7692712 -32.5659506994711)","7745855129",,,,hospital,,,,,Samco Montes De Oca,,,
"POINT (-61.9140811 -32.7284496994914)","1674481503",,,,hospital,,,,,,,,
"POINT (-62.0981264 -33.1224922995457)","2585241239",,,,hospital,,,,,Hospital Municipal “Dr. Miguel Ángel Baeza”,,,
"POINT (-61.8009307 -33.0088893995293)","4363667131",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-61.2782421 -33.1418969995486)","3827702353",,"675",,hospital,,,,,Servicio de atención médica para la comunidad,,,
"POINT (-61.3610841 -33.2479426995644)","1893356680",,"1296",,hospital,,,,,Hospital Samco Maria Eva Duarte,,,
"POINT (-61.3346978 -33.8049243996555)","1892893208",,,,hospital,,,,,Samco,,,
"POINT (-61.2729567 -34.0346918996967)","3591094176",,,,hospital,,,,,Escuela Rural Nro 18 -(Fuera de Servicio desde 1977),Escuela Primaria Nro 1,,
"POINT (-61.5312937 -34.1894120997255)","4888487977",,"449",,hospital,,,,,Sistema para la Atención Médica de la Comunidad,,,
"POINT (-61.9719469 -33.542443299611)","3582203009",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-61.8457084 -33.4028166995885)","4931114021",,,,hospital,,,,,SAMCO Islas Malvinas,,,
"POINT (-62.0412025 -33.3218932995758)","1703827212",,,,hospital,,,,,Samco,,,
"POINT (-62.0399365 -33.3224938995759)","1703827259",,,,hospital,,,,,Clinica San Juan,,,
"POINT (-62.0320484 -34.3257808997515)","4106700487",,"251",,hospital,,,,,Hospital SAMCO,,,
"POINT (-61.5354355 -34.4941995997846)","4097916610",,,,hospital,,,,,,,,
"POINT (-61.3107316 -34.3029655997471)","5826070506",,"276",,hospital,,,,,Hospital Municipal Dr. Ingnacio Pirovano,,,
"POINT (-61.3902591 -34.5197676997897)","5322844712",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-60.499148 -35.1182990999143)","2784685756",,"675",,hospital,,,,,Clinica Privada Oeste,,,
"POINT (-60.4940676 -35.1112144999128)","5067698164",,"385",,hospital,,,,,Centro de Atención Primaria.Fátima,Municipal,,
"POINT (-60.1233715 -34.9681979998822)","4103900476",,,,hospital,,,,,Dispensario,,,
"POINT (-60.0746183 -34.610823399808)","3312488129",,,,hospital,,,,,Hospital Municipal Angel Rossi,,,
"POINT (-60.950958 -34.5939782998046)","3331353047",,"68",,hospital,,,,,Sanatorio Junín,,,
"POINT (-59.4772546 -34.2434228997357)","1798544292",,,,hospital,,,,,Hospital Municipal Emilio Zerboni,,,
"POINT (-59.6659161 -33.6759675996333)","2277166395",,,,hospital,,,,,Clinica Privada San Pedro,,,
"POINT (-58.9602842 -34.1718939997222)","7519766806",,,,hospital,,,,,Clinica San Camilo,Privado,,
"POINT (-58.9075208 -34.4673844997793)","7529976980",,"425",,hospital,,,,,Clínica Los Almendros,,,
"POINT (-59.1791707 -34.5929558998044)","6439091291",,,,hospital,,,,,Sanatorio Clinica San Jose Obrero,Privado,,
"POINT (-58.7625764 -35.056276099901)","3688615489",,"331",,hospital,,,,,Clínica San Martín,Privado,,
"POINT (-58.3885521 -34.8273672998525)","6097057975",,,,hospital,,,,,Clinica Privada Sanatorio Modelo Burzaco,Privado,,
"POINT (-58.3879976 -34.7970199998462)","3219385343",,,,hospital,,,,,Diagnóstico por Imágenes,,,
"POINT (-58.3890061 -34.7989107998466)","10314150174",,"816",,hospital,,,,,Instituto GUILLERMO ROSSI,,,
"POINT (-58.4754524 -34.7847261998436)","3225839417",,,,hospital,,,,,Unidad Sanitaria Nro. 11,,,
"POINT (-58.4917808 -34.7927695998453)","3699066120",,,,hospital,,,,,Unidad Sanitaria N* 28,,,
"POINT (-58.7007273 -34.7509198998366)","5598907987",,,,hospital,,,,,Hospital Materno Infantil,,,
"POINT (-58.6453771 -34.6985226998258)","4224180156",,"2237",,hospital,,,,,Salita Azucena Villaflor,,,
"POINT (-58.5949708 -34.6514683998162)","7504306553",,"729",,hospital,,,,,Centro Medico Alcorta,Privado,,
"POINT (-58.6398657 -34.5900608998038)","7524641347",,"1496",,hospital,,,,,Policlinica Doctor Argerich,Privado,,
"POINT (-58.5874218 -34.5837532998025)","7501416570",,"6969",,hospital,,,,,Sanatorio Modelo Nuestra Señora de La Merced,Privado,,
"POINT (-58.6410048 -34.5889948998036)","4108838910",,"1650",,hospital,,,,,Hospital Municipal San Bernardino De Siena,San Dra,,
"POINT (-58.7058427 -34.5071687997872)","7529357718",,,,hospital,,,,,Hospital Municipal Doctor Ramon Carrillo,Municipal,,
"POINT (-58.7527767 -34.5240548997905)","3763220338",,"2066",,hospital,,,,,Hospital Duhau,Privado,,
"POINT (-58.7932756 -34.3480344997558)","7539351680",,"650",,hospital,,,,,Sanatorio Plaza,Privado,,
"POINT (-58.7967416 -34.3514036997565)","723185196",,"1084",,hospital,,,,,Clínica Fatima,Privado,,
"POINT (-58.7090676 -34.4954477997848)","4931174144",,,,hospital,,,,,Guardia (Hospital Municipal de Trauma y Emergencias Dr. Federico Abete),,,
"POINT (-58.6939675 -34.4982323997854)","5049414023",,,,hospital,,,,,Hospital Municipal Doctor Ramon Carrillo,Municipal,,
"POINT (-58.6639099 -34.4758813997809)","2076566414",,"197",,hospital,,,,,Centro Médico Talar,Privado,,
"POINT (-58.6552913 -34.4718119997801)","7502248333",,"2270",,hospital,,,,,Clinica Aires De Pacheco,Privado,,
"POINT (-58.6406864 -34.4989549997855)","7530004912",,"650",,hospital,,,,,Clinica Sagrado Corazón Don Torcuato,Privado,,
"POINT (-58.6205771 -34.4885142997835)","7529976979",,"1600",,hospital,,,,,Los Almendros Torcuato,Privado,,
"POINT (-58.6164966 -34.4890463997835)","3448831959",,"395",,hospital,,,,,"Hospital Zonal General de Agudos ""Magdalena Villegas de Martínez""",,,
"POINT (-58.5460011 -34.4956379997849)","2305213110",,"3041",,hospital,,,,,Grupo Médico Lomas de San Isidro,,,
"POINT (-58.3926514 -34.6140392998086)","7503912898",,,,hospital,,,,,Centro Medico Integral Clinica Lopez,Privado,,
"POINT (-58.4107409 -34.591277799804)","2778811549",,"1677",,hospital,,,,,Sanatorio San Jose,Privado,,
"POINT (-58.4116496 -34.5952816998048)","1320979596",,,,hospital,,,,,Instituto Sacre Coeur,,,
"POINT (-58.3955657 -34.6083154998075)","7503858290",,"2040",,hospital,,,,,Clinica Amebpba,A.m.e.b.p.b.a. - Asociacion Mutualista se Empleados sel Banco de la Provincia de Buenos Aires,,
"POINT (-58.3970219 -34.6072487998073)","10753687405",,,,hospital,,,,,,,,
"POINT (-58.4166919 -34.6093811998077)","1436034212",,"3545",,hospital,Obra Social del Personal de la Construcción,,,,Sanatorio Franchín,Administradora Sanatorial Metropolitana S. A.,,
"POINT (-58.3945058 -34.5853806998029)","7108612951",,"2477",,hospital,,,,,Sanatorio Agote,Privado,,
"POINT (-58.4390125 -34.5552662997968)","7502415426",,,,hospital,,,,,Clinica Loiacono (mediconex),,,
"POINT (-58.4881801 -34.5391592997936)","7501640659",,"2311",,hospital,,,,,Posada De Convalecientes Loyola,Privado,,
"POINT (-58.5631344 -34.6024219998063)","7501445831",,"4776",,hospital,,,,,Clinica Privada San Andres,Privado,,
"POINT (-58.4976141 -34.600949699806)","1849183910",,,,hospital,,,,,Centro de Diagnóstico Parque,,,
"POINT (-58.4487357 -34.5677681997993)","2928701301",,"1295",,hospital,,,,,Clínica Zabala,,,
"POINT (-58.4357917 -34.6182148998095)","7357021766",,,,hospital,,,,,Sanatorio Antártida,Obra Social de Choferes de Camiones,,
"POINT (-58.5465804 -34.6543319998168)","7504303054",,"175",,hospital,,,,,Maternidad Ramos Mejia,,,
"POINT (-58.5377144 -34.665290999819)","7503807939",,"2964",,hospital,,,,,Clinica Privada Centro Medico Arbet,privado,,
"POINT (-58.5302377 -34.6932805998248)","7505434573",,,,hospital,,,,,Clinica Privada Del Salvador,Privado,,
"POINT (-58.4001805 -34.7386273998341)","6331017486",,"435",,hospital,,,,,Instituto Psicopatólogico del Sur / Hogar del Sur,,,
"POINT (-58.3957643 -34.7349565998333)","7526681451",,,,hospital,,,,,Clinica Estrada,Privado,,
"POINT (-58.3729107 -34.713851799829)","4475492945",,"2502",,hospital,,,,,Cruz Roja,,,
"POINT (-58.3659209 -34.6641390998188)","5785440469",,"174",,hospital,,,,,Sanatorio Profesor Itoiz,Privado,,
"POINT (-58.2689933 -34.7261725998315)","7512006053",,,,hospital,,,,,Clinica CENI SA,Privado,,
"POINT (-58.2645494 -34.7293577998322)","3177062325",,,,hospital,,,,,Consultorio de Radiología,,,
"POINT (-57.8932366 -34.8768985998629)","7502299876",,"3419",,hospital,,,,,Clinica Privada Enrique Mosconi,Privado,,
"POINT (-58.2619954 -34.7873809998442)","5254687759",,,,hospital,,,,,,,,
"POINT (-58.2485398 -34.9347144998751)","7502461029",,,,hospital,,,,,CAPS 32,Servicio Penitenciario Provincial,,
"POINT (-63.9284967 -34.0098689996922)","1654323220",,,,hospital,,,,,Hospital Municipal Doc. Luis Rodriguez,Vilma Decoberti,,
"POINT (-64.0190935 -33.6319464996259)","7494996530",,"284",,hospital,,,,,Hospital Municipald de Autogestión Adelia María,Municipal,,
"POINT (-64.018866 -33.6308761996257)","3269897894",,,,hospital,,,,,Hospital Municipal Adelia María,,,
"POINT (-63.7173627 -33.3549782995809)","3743879099",,,,hospital,,,,,Hospital Vecinal A R,,,
"POINT (-63.9745138 -33.2805083995694)","4102607240",,"276",,hospital,,,,,Dr. Rafael Acevedo Cámara,,,
"POINT (-63.9773618 -33.2790304995692)","4210621846",,,,hospital,,,,,Cempla,julieta mina,,
"POINT (-65.7942629 -33.5037532996047)","6252691885",,,,hospital,,,,,,,,
"POINT (-65.3746524 -32.9144092995162)","6334527579",,,,hospital,,,,,Hospital Gregorio Levín,,,
"POINT (-65.4918891 -33.211847499559)","4785423409",,,,hospital,,,,,Enfermeria,,,
"POINT (-65.2467909 -32.5579910994701)","6316707334",,,,hospital,,,,,,,,
"POINT (-64.9891468 -32.6744367994845)","4739187821",,,,hospital,,,,,Sala de Salud,,,
"POINT (-64.2494776 -32.1937875994292)","2200311043",,,,hospital,,,,,,,,
"POINT (-64.479344 -31.4078207993628)","6864874728",,"27",,hospital,,,,,Dispensario Santa Rita,,,
"POINT (-64.4535026 -31.2966252993559)","993956646",,,,hospital,,,,,Hospital Domingo Funes,,,
"POINT (-64.3378302 -31.3419920993586)","4110515977",,,,hospital,,,,,Hospital Doctor Umberto Illia,Francisca Méndez,,
"POINT (-64.17459 -31.3355840993582)","9721862450",,,,hospital,,,,,Hospital del Noreste Elpidio Torres,,,
"POINT (-64.2130395 -31.3875785993615)","7528070884",,"2532",,hospital,,,,,Clinica Privada Caraffa,Clinica Privada Caraffa S.R.L.,,
"POINT (-64.192265 -31.4141927993632)","7501407729",,"57",,hospital,,,,,Imgo Instituto Modelo Privado De Ginecologia Y Obstetricia Sa,Privado,,
"POINT (-64.1920594 -31.4137250993632)","7501379270",,"581",,hospital,,,,,Clinica privada Junin,Privado,,
"POINT (-64.1899502 -31.4143598993632)","7501407829",,"429",,hospital,,,,,Clinica Romagosa S.a.,Privado,,
"POINT (-64.1985114 -31.4422007993651)","6945921321",,,,hospital,,,,,Servicio de Oftalmología,Hospital Privado,,
"POINT (-64.1995589 -31.4417173993651)","7193512884",,,,hospital,,,,,Servicio de Guardia,Hospital Privado Universitario de Córdoba,,
"POINT (-64.4316457 -31.6568496993806)","3556517366",,"180",,hospital,,,,,Sanatorio Alta Gracia,Sanatorio Alta Gracia S.R.L.,,
"POINT (-64.4328189 -31.6571280993806)","6316883181",,"40",,hospital,,,,,Clinica Santa María,Clinica Privada Santa María S.A.,,
"POINT (-63.9139129 -31.6512915993801)","1490089539",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-64.1393766 -31.3712636993605)","3282717481",,,,hospital,,,,,Consultorio Odontológico,,,
"POINT (-63.6888847 -31.9102706994018)","7876252600",,"158",,hospital,,,,,Hospital Municipal San Isidro,,,
"POINT (-63.6807708 -31.912215299402)","7502294607",,"681",,hospital,,,,,Sanatorio Privado Gatti Srl,Privado,,
"POINT (-64.1068203 -32.1791810994277)","5189484422",,"500",,hospital,,,,,Hospital Provincial Río Tercero,,,
"POINT (-64.122541 -32.1849379994283)","2507677590",,,,hospital,,,,,Sala Asistencial Bº Castagnino,,,
"POINT (-63.8007274 -32.7650306994962)","3665648399",,,,hospital,,,,,CENTRO SALUD B° RIBETTO,,,
"POINT (-63.7885769 -32.7575723994952)","3311931421",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-64.3333584 -32.7591703994954)","5488969921",,,,hospital,,,,,Hospital Municipal De Alcira,Municipal,,
"POINT (-64.3519931 -33.1308404995469)","1877490001",,,,hospital,,,,,Suiza,,,
"POINT (-64.3517772 -33.1301269995468)","1877489703",,,,hospital,,,,,HospitalNeonata,,,
"POINT (-63.5061103 -33.0353522995331)","1803194655",,,,hospital,,,,,Hospital Regional Ucacha,,,
"POINT (-62.6800876 -32.8888538995127)","4093386121",,"767",,hospital,,,,,Hospital San Roque,"431382",,
"POINT (-63.2443503 -32.4070749994524)","3233072258",,,,hospital,,,,,Sanatorio Cruz Azul,,,
"POINT (-63.2432391 -32.4065610994523)","4370546611",,"1364",,hospital,,,,,Mater Dei,,,
"POINT (-63.4691741 -32.162416699426)","9205626375",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-63.0503339 -31.4172901993634)","6001907256",,"943",,hospital,,,,,SEREM privado,,,
"POINT (-61.9785904 -32.1439078994241)","2469575212",,,,hospital,,,,,Samco Piamonte,,,
"POINT (-61.9781982 -32.1440395994241)","5203426149",,"1099",,hospital,,,,,Samco,,,
"POINT (-62.0629649 -32.0138963994113)","5205362659",,"203",,hospital,,,,,SAMCO,,,
"POINT (-61.8553472 -31.8926396994002)","2245545096",,,,hospital,,,,,S.A.M.Co. San Jorge,,,
"POINT (-62.1103935 -31.821897799394)","5201166160",,"539",,hospital,,,,,Samco las Petacas,,,
"POINT (-62.0680881 -31.4280379993642)","4075940893",,,,hospital,,,,,Hospital Regional J.B. Iturraspe,,,
"POINT (-62.081143 -31.4327124993645)","6219043444",,,,hospital,,,,,Farmasalud,,,
"POINT (-61.8266395 -31.3348438993582)","7502480103",,"58",,hospital,,,,,SAMCo Santa Clara De Saguier,Provincia de Santa Fe,,
"POINT (-61.8337424 -31.7715756993898)","5108578377",,"2165",,hospital,,,,,Samco Sastre,,,
"POINT (-61.2670963 -31.4415230993651)","3730057265",,,,hospital,,,,,José Vionett,,,
"POINT (-61.7062026 -32.1904511994289)","1565511004",,,,hospital,,,,,,,,
"POINT (-62.1035328 -32.4093090994526)","5512793804",,,,hospital,,,,,Hospital Eugenio Raviolo,,,
"POINT (-62.3029013 -32.6593228994826)","7320535191",,,,hospital,,,,,Hospital San Roque,,,
"POINT (-62.0973561 -33.1280946995465)","2585241240",,"1080",,hospital,,,,,Clínica Camilo Aldao,,,
"POINT (-61.397709 -32.8083778995019)","5525626226",,,,hospital,,,,,,,,
"POINT (-61.4078209 -32.8240938995039)","5525626095",,,,hospital,,,,,,,,
"POINT (-61.7582485 -33.732739099643)","3933360108",,,,hospital,,,,,,,,
"POINT (-61.453877 -33.6570134996301)","4094125456",,,,hospital,,,,,S.A.M.C.O,,,
"POINT (-61.3101353 -33.5972847996201)","1892953862",,,,hospital,,,,,Samco,,,
"POINT (-61.3096536 -33.7099254996391)","1892914034",,,,hospital,,,,,Samco,,,
"POINT (-62.2470891 -34.0082743996918)","4459525593",,,,hospital,,,,,SAMCO Sancti Spíritu,,,
"POINT (-62.3982745 -33.6409282996274)","4470899063",,,,hospital,,,,,,,,
"POINT (-62.6270961 -33.6029946996211)","3221993305",,"575",,hospital,,,,,Hospital Municipal,Flores Miriam,,
"POINT (-63.1526347 -34.1743287997226)","3816347580",,,,hospital,,,,,Sala de Primeros Auxilios,,,
"POINT (-62.128689 -34.3705555997602)","4485547811",,,,hospital,,,,,SAMCO,,,
"POINT (-61.5136394 -35.0914996999085)","5785488298",,"328",,hospital,,,,,Unidad Sanitaria El Triunfo,,,
"POINT (-61.0468087 -35.2221361999369)","4110463128",,,,hospital,,,,,EEP N° 23,,,
"POINT (-61.0448833 -35.0036084998897)","3950285238",,,,hospital,,,,,Hospital Municipal,,,
"POINT (-60.9863959 -34.747823799836)","5730782854",,,,hospital,,,,,Unidad Sanitaria,,,
"POINT (-60.5364697 -34.3969222997654)","6564848520",,,,hospital,,,,,Sala de Primeros Auxilios Dr. Omar E. Perone,,,
"POINT (-60.9715174 -34.5735520998005)","5619996479",,"1702",,hospital,,,,,Clinica La Pequeña Familia,Grupo La Pequeña Familia,,
"POINT (-60.2464289 -33.3075925995736)","5299832239",,,,hospital,,,,,Hospital Zona Norte,,,
"POINT (-59.5018405 -33.8093906996563)","7530074816",,,,hospital,,,,,Clinica Privada Moderna,Privado,,
"POINT (-59.881309 -33.8790073996686)","4424450189",,"249",,hospital,,,,,Hospital de Santa Lucía,,,
"POINT (-59.8692858 -33.65629729963)","3754118386",,,,hospital,,,,,Hospital 26 de Julio,,,
"POINT (-59.672464 -33.6849766996349)","1376344982",,,,hospital,,,,,Hospital Subzonal Municipal,,,
"POINT (-59.1486652 -33.7448791996451)","4088196388",,,,hospital,,,,,Hospital Bhering,,,
"POINT (-59.1956674 -34.0433332996983)","10699631751",,"560",,hospital,,,,,Hospital Intermedio Municipal Aurelio Aleotti,,,
"POINT (-59.0545946 -34.1107446997107)","4420608685",,"3900",,hospital,,,,,Hospital Intermedio Municipal Doctor Rene Favaloro,Municipal,,
"POINT (-58.9101663 -34.460909499778)","2588707703",,"830",,hospital,,,,,Clínica Nuestra Señora de Fátima,Privado,,
"POINT (-58.9101291 -34.461237599778)","2588707702",,"860",,hospital,,,,,Hospital del Pilar,Municipal,,
"POINT (-59.8974424 -34.6130293998084)","5763965220",,,,hospital,,,,,,,,
"POINT (-59.6925677 -34.7649798998395)","2209220338",,,,hospital,,,,,Hospital Esteban Iribarne,,,
"POINT (-58.8920858 -35.1257493999159)","2467222419",,,,hospital,,,,,Hospital Subzonal Especializado Doctor Dardo Rocha,,,
"POINT (-58.4330078 -35.0268569998947)","997980488",,,,hospital,,,,,Hospital Municipal Doctor Ramón Carillo,Municipal,,
"POINT (-58.5659584 -34.891978899866)","3879131333",,"30",,hospital,,,,,Clinica Privada Tristan Suarez,Privado,,
"POINT (-58.3893988 -34.8184020998506)","7502170890",,,,hospital,,,,,Sanatorio Modelo Adrogue,Privado,,
"POINT (-58.3861783 -34.8121439998493)","7502148429",,,,hospital,,,,,Hospital Zonal General Agudos Doctor Lucio V. Melendez,Provincial,,
"POINT (-58.2963646 -34.8073992998483)","3710901073",,,,hospital,,,,,Unidad de Pronta Atención N° 11,Ministerio de Salud de la Provincia de Buenos Aires,,
"POINT (-58.3467451 -34.810350599849)","7501390595",,,,hospital,,,,,Clínica Modelo Claypole,Privado,,
"POINT (-58.3431685 -34.752481899837)","1060515876",,,,hospital,,,,,Clinica Comahue,Privado,,
"POINT (-58.4026957 -34.7904977998448)","3219362111",,,,hospital,,,,,Unidad Sanitaria,,,
"POINT (-58.4251678 -34.7989633998466)","10140522027",,"296",,hospital,,,,,Hospital Municipal Dr. Norberto R. Piacentini,,,
"POINT (-58.4255537 -34.7985763998465)","3219341152",,,,hospital,,,,,C.E.M.M.A.,,,
